booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone,payment_id,amount,payment_method,airline,source,destination,departure_time,arrival_time,duration_minutes,route,first_name,last_name,age,gender,email,phone,aadhaar_id,date_of_birth
B1168,P1111,UK120,2025-10-14 11:37:36.951,CANCELLED,b2a4552d3e133305abe236cc941605a71e3705ac6264183724fd14221a09efeb,11C,Nitara Bakshi,****3269,PAY1250,5435.83,CARD,Vistara,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,251.0,HYD -> DEL,Krishna,Sharma,33,F,k****a@yahoo.com,****5000,a3c57a2bec4fca838f16b34b9b9e38d50f924ecf1d38e949c741d6ca5f83a42b,1993-06-15
B1169,P1797,AI078,2025-11-15 11:37:36.951,CONFIRMED,ed1edafa73bc76f891088b2d9e70ddda8ce18a10c69c4c5a1b0892c6084d1a24,11E,Praneel Natarajan,****7397,PAY1481,3795.6,NETBANKING,Air India,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,270.0,DEL -> BOM,Anika,Joshi,50,F,a****3@yahoo.com,****1347,919351c5babdcc70ab2aba75457bc7bb120ac4148c52bdbd1b28fd49eb9209b3,1976-02-16
B1170,P1309,AI079,2025-09-14 11:37:36.951,PENDING,b89fef1bedb516d1e80082fd5e7ed0797e74168ed7a3341750db3498b4637b4e,15E,Nisha Kothari,****4039,,,,Air India,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,135.0,CCU -> BLR,Ananya,Agarwal,26,M,a****l@outlook.com,****8026,100c616548e38e66a2295bbf8f95145cfad46a08f29a3fbafbfb6d2fee8c5557,1999-11-17
B1171,P1035,UK087,2025-09-19 11:37:36.951,CANCELLED,5587d350cca62364308403b46323688c7ff3a9051b2c90c1f4a05acab620d65f,21A,Amara Dutta,****5830,PAY1074,7227.28,UPI,Vistara,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,208.0,HYD -> MAA,Vivaan,Ghosh,47,F,v****h@hotmail.com,****2414,d88fba3c8073af55d94c3ca449814cb738cd79a809055ef598e037d7b38ea379,1979-09-01
B1171,P1035,UK087,2025-09-19 11:37:36.951,CANCELLED,5587d350cca62364308403b46323688c7ff3a9051b2c90c1f4a05acab620d65f,21A,Amara Dutta,****5830,PAY1199,12677.76,UPI,Vistara,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,208.0,HYD -> MAA,Vivaan,Ghosh,47,F,v****h@hotmail.com,****2414,d88fba3c8073af55d94c3ca449814cb738cd79a809055ef598e037d7b38ea379,1979-09-01
B1171,P1035,UK087,2025-09-19 11:37:36.951,CANCELLED,5587d350cca62364308403b46323688c7ff3a9051b2c90c1f4a05acab620d65f,21A,Amara Dutta,****5830,PAY1654,3406.0,UPI,Vistara,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,208.0,HYD -> MAA,Vivaan,Ghosh,47,F,v****h@hotmail.com,****2414,d88fba3c8073af55d94c3ca449814cb738cd79a809055ef598e037d7b38ea379,1979-09-01
B1172,P1438,UK133,2026-01-17 11:37:36.951,CONFIRMED,c4cd72969b5315c5d119557109775cc6fbd411dc34a29bda0f7174e981fe2ed3,8F,Hritik Raja,****9600,PAY1458,9220.51,NETBANKING,Vistara,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,192.0,BOM -> DEL,Reyansh,Banerjee,50,F,r****e@outlook.com,****0727,0021a0aeff717a06d55a9e78fe8b18a46973e5d36c065e8867b00e02bd80c733,1975-11-26
B1172,P1438,UK133,2026-01-17 11:37:36.951,CONFIRMED,c4cd72969b5315c5d119557109775cc6fbd411dc34a29bda0f7174e981fe2ed3,8F,Hritik Raja,****9600,PAY1527,10384.47,NETBANKING,Vistara,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,192.0,BOM -> DEL,Reyansh,Banerjee,50,F,r****e@outlook.com,****0727,0021a0aeff717a06d55a9e78fe8b18a46973e5d36c065e8867b00e02bd80c733,1975-11-26
B1172,P1438,UK133,2026-01-17 11:37:36.951,CONFIRMED,c4cd72969b5315c5d119557109775cc6fbd411dc34a29bda0f7174e981fe2ed3,8F,Hritik Raja,****9600,PAY1872,5872.42,UPI,Vistara,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,192.0,BOM -> DEL,Reyansh,Banerjee,50,F,r****e@outlook.com,****0727,0021a0aeff717a06d55a9e78fe8b18a46973e5d36c065e8867b00e02bd80c733,1975-11-26
B1173,P1728,AI222,2025-06-01 11:37:36.951,CANCELLED,2826a2e130e92edeb0bf8b4e98da6c75b987e022b74e670c5fae9d5affaf3044,22E,Balvan Singhal,****0197,,,,Air India,BOM,DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,64.0,BOM -> DEL,Ira, patel,71,F,i****1@yahoo.com,****1617,04539e7bc75486089b2b104b88776877b9c1c6ba9131ae1a93fd6150d1b13652,1954-10-18
B1174,P1591,6F049,2026-04-12 11:37:36.951,CANCELLED,29e92ad39b5d6a5cf51948e1b57fe41074ecc0d65935624f7105e39f154db768,19D,Tristan Iyengar,****4287,,,,IndiGo,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,193.0,HYD -> DEL,Krishna,Mehta,4,M,k****a@rediffmail.com,****1235,2184a6a7e6e6711e78078654ca64ec1150ad068d87c1c7c81715bfafe089ae54,2022-05-23
B1175,P1825,6F105,2026-01-29 11:37:36.951,PENDING,466c0cb9c65667489de2ed27cbfad00f77dcca37315db91e7d1797018c8015d3,27D,Triveni Palla,****0363,PAY1957,10654.9,UPI,IndiGo,BLR,BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,72.0,BLR -> BOM,Ishaan,Iyer,60,M,i****2@outlook.com,****6943,13d9f5e8e7271fe5a9abd5e8441b9e60d0ae020a6d16a0db50000064b9cdb5ec,1965-09-21
B1176,P1594,SJ226,2025-04-17 11:37:36.951,CANCELLED,25b0176f8e2de949f4e17ebf1bbe2e6e1c61da8fe1212e880fa6a46da33e72ad,7C,Dalaja Kari,****7327,,,,SpiceJet,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,247.0,HYD -> BOM,Diya,Patel,31,F,d****l@hotmail.com,****0086,dbb81d9fc9dfe16b63bf87b17a90a54dc21b3ce9faddfeae8c9bdd8221d73d51,1995-04-06
B1177,P1576,SJ227,2025-07-29 11:37:36.951,CANCELLED,1faa946c34da555ba823e261f3cba33578d947a9f17e966ef0889e3cbbdf8c89,34D,Udant Bajwa,****0863,PAY1626,12412.89,NETBANKING,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,261.0,BOM -> CCU,Ira,Naidu,50,M,i****2@gmail.com,****4545,04fb6e725659192e7258af3c445b33b9d30688c6ce9f6253177bf19c33829f0e,1976-07-17
B1178,P1324,6F034,2026-02-05 11:37:36.951,CONFIRMED,0e2f11d40ecb3e76d3a30cb8174630196db9fa74b29d965c3c8ef71b6e435a70,34E,Reyansh Rastogi,****2098,,,,IndiGo,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,56.0,BOM -> DEL,Saanvi,Naidu,30,F,s****1@gmail.com,****0893,8e38ae43b2eb67e049a3f35b9db15b3fc9cf4de20d0d18a413fd007534f8b92d,1996-06-21
B1179,P1639,SJ078,2025-10-03 11:37:36.951,CONFIRMED,70e7a5fb17d65d4fb88119cc1c6da0833d2cb160b6b1e78bda5c91285567fd66,33D,Falguni Mallick,****5466,PAY1161,3495.66,UPI,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,188.0,DEL -> HYD,Diya,Mishra,15,M,d****1@hotmail.com,****2820,022599ba96ec0ae4f29dbe98a83cf1cb96289047e9570c4cb48774c89b218e18,2011-03-16
B1179,P1639,SJ078,2025-10-03 11:37:36.951,CONFIRMED,70e7a5fb17d65d4fb88119cc1c6da0833d2cb160b6b1e78bda5c91285567fd66,33D,Falguni Mallick,****5466,PAY1440,4786.25,NETBANKING,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,188.0,DEL -> HYD,Diya,Mishra,15,M,d****1@hotmail.com,****2820,022599ba96ec0ae4f29dbe98a83cf1cb96289047e9570c4cb48774c89b218e18,2011-03-16
B1179,P1639,SJ078,2025-10-03 11:37:36.951,CONFIRMED,70e7a5fb17d65d4fb88119cc1c6da0833d2cb160b6b1e78bda5c91285567fd66,33D,Falguni Mallick,****5466,PAY1565,2337.61,UPI,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,188.0,DEL -> HYD,Diya,Mishra,15,M,d****1@hotmail.com,****2820,022599ba96ec0ae4f29dbe98a83cf1cb96289047e9570c4cb48774c89b218e18,2011-03-16
B1180,P1306,AI240,2026-04-10 11:37:36.951,PENDING,a64c6645c82fe4ffc23ec6ea7c130e8367d6bd70ecd25f18b56ece385196170e,22F,Ekaraj Mallick,****9558,,,,Air India,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,147.0,MAA -> DEL,Shaurya,Verma,54,F,s****a@rediffmail.com,****7617,c4cf535d2a358705e099d79194ee0114769a371bed9fae35160b946172765263,1972-04-18
B1181,P1533,SJ002,2026-03-29 11:37:36.951,CANCELLED,77e39000ffec842565748bc0508ebb84d541dc0722f76377dd6bde1b643994db,12E,Indali Upadhyay,****9169,,,,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,286.0,DEL -> BOM,Aditya,Verma,49,F,a****2@outlook.com,****4104,be0cd10a20e690b5c29e26de988d9e08a82b301430c7dfae465b1b80161d84fa,1977-05-04
B1182,P1727,AI044,2025-08-11 11:37:36.951,CANCELLED,4b02215cb1568771014a68abffbcd6ec51fe62d69e4298f13f6527b168e8faa6,3A,Mugdha Yadav,****4521,PAY1275,9005.88,UPI,Air India,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,213.0,MAA -> BLR,Aadhya,das,33,M,a****s@yahoo.com,****8884,5d67e75fb95ba879f3a7edf747b589159e350c8837d1a5e4c3a66562488dd7e9,1992-11-27
B1183,P1618,UK076,2025-06-22 11:37:36.951,CANCELLED,86829e1ac6a1acf36d7da0fd603c944f246c12f0f24d15eff3f3fe36cfd572f4,8C,Garima Bala,****8652,,,,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,263.0,MAA -> CCU,Ishaan,Sharma,37,F,i****a@rediffmail.com,****9375,dbb741d33c0e0704b9fa5988b14311dd0edbeb68f26b1c3e31f7e7ae33424103,1988-11-20
B1184,P1108,6F232,2025-08-01 11:37:36.951,PENDING,62190f4d1de67f08bf3ff0998afd6f4621df5a0e70262d6aafac5cd78318e105,28E,Jack Lal,****6490,,,,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,103.0,MAA -> BLR,Ishaan,Kulkarni,8,M,i****i@outlook.com,****1573,b457a31b2a6bcbc47ce201fdfc59dfb607325e97e095acaaf5a3c218196fb666,2018-02-08
B1185,P1371,SJ228,2025-08-16 11:37:36.951,CANCELLED,287a4af8dd539be3c956e8e81df69800906e485061ff034901f29aaacc2faaec,25E,Pranav Lanka,****6542,PAY1152,13080.31,CARD,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,227.0,BOM -> CCU,Diya,Joshi,7,M,d****i@rediffmail.com,****6858,6b2dda39fb58fb95eaad08c8c545af5246392936fc7bb2438daa012200569f57,2018-11-05
B1186,P1356,SJ074,2026-04-04 11:37:36.951,CONFIRMED,d05484ef6ee594fd089629328a74779f1792600441d472b34cb8c2c77ce1debe,1B,Balvan Chopra,****4213,,,,SpiceJet,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,41.0,DEL -> CCU,Ananya,Reddy,48,F,a****y@gmail.com,****6197,f7048b9c4ed011d6e249cf11fffbb471ef82e2a19ef91ce967424057d564a3de,1978-08-03
B1187,P1180,UK229,2025-08-04 11:37:36.951,PENDING,e41475699a6d3c201ad9db963898e75e8fbd8213261b8c894406d9c6e94c7e78,7F,Radha Pai,****5908,PAY1031,6625.76,NETBANKING,Vistara,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,257.0,HYD -> DEL,Anika,Gupta,8,F,a****a@outlook.com,****6034,f6629496e6528963ad9d7a6090791a125c8c88fe72426123fddac27545066e4e,2017-12-09
B1188,P1355,AI208,2026-04-04 11:37:36.951,CONFIRMED,7a099f39ae7927f371494f99bfb4b5fcb2bf45de0b3224616ecb26e74db6675a,6A,Dipta Sarin,****9782,,,,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,194.0,BLR -> BOM,Ishaan,Iyer,42,F,i****r@rediffmail.com,****9364,a68db6562d56293843ca473c01acc3cab443873de0038d0972ba43da6dc25ea7,1983-12-17
B1189,P1675,AI019,2025-11-23 11:37:36.951,CONFIRMED,1e0b58e9054391e824729c00bd9a72ed93c6016a23b0072fbd154e99ee2f65a2,14F,Yasti D’Alia,****8556,,,,Air India,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,62.0,BOM -> CCU,Myra,Das,5,F,m****s@gmail.com,****9095,fd2aee20063dba21c4692e2c7b7890647014eb899254078ea0df8fe511916fbd,2020-11-10
B1190,P1067,6F029,2025-05-23 11:37:36.951,PENDING,fb4608a3ca51111db2f3dcfb274b8330443f1146ecbc7da52f6b4eea2896fb78,12B,Lekha Gupta,****1523,,,,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,254.0,BOM -> BLR,Reyansh,Pillai,5,F,r****i@hotmail.com,****4047,ef7ab22c188f57c3eed8120593d081d4cbec9f4baf53ec41b82c33df7ad248c4,2020-12-14
B1191,P1291,6F018,2025-04-27 11:37:36.951,CONFIRMED,667823d76db39ff394497f42abbbda47df86d5f594f022706be101b6cda79e54,25B,Aachal Basu,****2358,,,,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,46.0,DEL -> BLR,Anika,Verma,48,M,a****a@gmail.com,****0039,367d93aeb417b990c5f89b53d9c5d2a4464d30e256b136ec5a3f19c27c1605cd,1978-09-14
B1192,P1691,AI059,2025-06-23 11:37:36.951,CANCELLED,6fc5ff2593b645cd9d045c7fc5f7d08cab180cd780a34ee4b0520d666f14cd9c,7D,Rajata Agarwal,****5924,,,,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,147.0,CCU -> DEL,Vivaan,Agarwal,26,M,v****1@hotmail.com,****9713,854c911dd0cd9b0ed665e402d5c1c40e6600135c1181c724fd1ae0be387fbefc,2000-08-16
B1193,P1180,AI159,2025-05-22 11:37:36.951,PENDING,afa5b00ae8c19c0b068862b335350ef61024325ff0b31108358e43d01852aa0b,13D,Zinal Yohannan,****0978,,,,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,133.0,HYD -> BLR,Anika,Gupta,8,F,a****a@outlook.com,****6034,f6629496e6528963ad9d7a6090791a125c8c88fe72426123fddac27545066e4e,2017-12-09
B1194,P1465,6F091,2025-07-11 11:37:36.951,CONFIRMED,21772342d60b2d2012e4b6962542c080e1ca1487037d6b8239896ed6cb6b76c3,14F,Ronith Patla,****6626,,,,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,86.0,BLR -> CCU,Vivaan,Chatterjee,23,M,v****e@yahoo.com,****2240,94c599a3bbe5215f7c412b17468434e025fa54f2ab42ca75c03f536e5ca8ae5f,2002-10-10
B1195,P1433,6F084,2025-07-20 11:37:36.951,CANCELLED,7a5de755198c824b76ea8202754ee9c71c41497cb1622c9709856ffcc2c531e9,10B,Raagini Boase,****6166,PAY1351,13205.17,UPI,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,60.00496666666666,CCU -> HYD,Reyansh,Naidu,22,F,r****u@rediffmail.com,****3679,e84c4e777d24ccf2dfbc55aee83f0996c6522706b2c76e09d2dda528229e81f0,2004-02-01
B1195,P1433,6F084,2025-07-20 11:37:36.951,CANCELLED,7a5de755198c824b76ea8202754ee9c71c41497cb1622c9709856ffcc2c531e9,10B,Raagini Boase,****6166,PAY1618,6019.11,CARD,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,60.00496666666666,CCU -> HYD,Reyansh,Naidu,22,F,r****u@rediffmail.com,****3679,e84c4e777d24ccf2dfbc55aee83f0996c6522706b2c76e09d2dda528229e81f0,2004-02-01
B1196,P1463,UK170,2026-01-15 11:37:36.951,CANCELLED,410a1643c227b32811dc1f1054358bb88c2f6a08f88628e7abb23199a9c11964,20C,Ganga Murthy,****4596,,,,Vistara,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,110.0,BOM -> BLR,Vivaan,Gupta,4,F,v****a@outlook.com,****8580,1aecae2bab3fbe053d022cffe475147fd8547fb518d64789f13d6f0078041efa,2022-05-22
B1197,P1680,UK212,2025-05-19 11:37:36.951,CONFIRMED,b4308a23ef27362101f51341aeca9c05d744a1b4da95a3b8c228ec1a5108bb39,2E,Jeet Mital,****7338,PAY1227,8876.86,CARD,Vistara,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,45.0,HYD -> MAA,Ira,Iyer,65,M,i****1@yahoo.com,****2973,5d466ef2d0401dacb198ce28f6eba0a2a3407c613b5ab901c48e01630ea4c69b,1960-12-24
B1199,P1533,SJ075,2025-12-13 11:37:36.951,PENDING,e44d23e29f0e31c6ae6853ad5afc49a40854067ae095e5b2893409474990366b,30E,Nilima Narain,****7632,PAY1035,12300.69,NETBANKING,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,97.0,MAA -> BLR,Aditya,Verma,49,F,a****2@outlook.com,****4104,be0cd10a20e690b5c29e26de988d9e08a82b301430c7dfae465b1b80161d84fa,1977-05-04
B1199,P1533,SJ075,2025-12-13 11:37:36.951,PENDING,e44d23e29f0e31c6ae6853ad5afc49a40854067ae095e5b2893409474990366b,30E,Nilima Narain,****7632,PAY1363,1198.83,CARD,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,97.0,MAA -> BLR,Aditya,Verma,49,F,a****2@outlook.com,****4104,be0cd10a20e690b5c29e26de988d9e08a82b301430c7dfae465b1b80161d84fa,1977-05-04
B1200,P1065,UK177,2025-09-17 11:37:36.951,CONFIRMED,d5b06c9879e936525d55e9d22dd1e877f5ae1cd005dce516184b8a85d1cf10b3,16B,Neha Merchant,****8921,PAY1492,10067.38,NETBANKING,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,DEL -> HYD,Ishaan,Kulkarni,3,F,i****i@hotmail.com,****5206,d5581e13e655e01a2565fdb7248c7ca9199474c103cca009fbc360d02f503b7e,2022-10-10
B1200,P1065,UK177,2025-09-17 11:37:36.951,CONFIRMED,d5b06c9879e936525d55e9d22dd1e877f5ae1cd005dce516184b8a85d1cf10b3,16B,Neha Merchant,****8921,PAY1529,14034.27,CARD,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,DEL -> HYD,Ishaan,Kulkarni,3,F,i****i@hotmail.com,****5206,d5581e13e655e01a2565fdb7248c7ca9199474c103cca009fbc360d02f503b7e,2022-10-10
B1200,P1065,UK177,2025-09-17 11:37:36.951,CONFIRMED,d5b06c9879e936525d55e9d22dd1e877f5ae1cd005dce516184b8a85d1cf10b3,16B,Neha Merchant,****8921,PAY1883,6711.92,NETBANKING,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,DEL -> HYD,Ishaan,Kulkarni,3,F,i****i@hotmail.com,****5206,d5581e13e655e01a2565fdb7248c7ca9199474c103cca009fbc360d02f503b7e,2022-10-10
B1201,P1020,UK206,2026-02-01 11:37:36.951,CANCELLED,3e29f2cb2f8234e9a7756ff746a2123fb275da166d8c30cd10af66676551361e,3A,Joshua Handa,****4055,PAY1845,7338.75,CARD,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,273.0,MAA -> BLR,Ananya,Khan,59,M,a****n@yahoo.com,****6828,c51671e5c87fc0045a67f16cfce4c3968b99b588d4374c43980352cb041b0bbb,1966-12-18
B1202,P1611,UK079,2025-04-29 11:37:36.951,CANCELLED,69fda9e79160beb599b6b5c9715e63fe520f6ee51068c37a6a40169c60e40e31,29C,Osha Raghavan,****6263,PAY1223,1973.12,UPI,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,231.0,DEL -> BLR,Sai,Banerjee,3,F,s****1@yahoo.com,****1389,c880b9e6fca8b83b886e242bd11481537f3496cc0364d23d1d946101957734c0,2023-05-22
B1203,P1383,UK040,2025-06-21 11:37:36.951,CONFIRMED,0a16a9bbb8a5b9ee36598ca89c4cd865d579b853dcfdd46a5bee787bf3b038ed,3B,Owen Mitra,****0009,PAY1022,12774.63,NETBANKING,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,77.0,HYD -> CCU,Arjun,Nair,25,M,a****r@outlook.com,****9631,6806ed4114c92b1d840ec51a829d16e03c73644a344649c048d4796f81f03866,2001-06-18
B1204,P1811,AI034,2025-07-25 11:37:36.951,CONFIRMED,814d6c12e4912cffb6a2df504af504a16c6f9de1434f921402e798e7b56717ff,30A,Nidra Acharya,****2075,PAY1814,14106.07,CARD,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,DEL -> BOM,Muhammad, Banerjee,12,F,m****e@rediffmail.com,****7051,3fc7c8490a02540337f339f09c28557f195442d6e90e91a9e82f3a8ce3bc0c9e,2014-01-04
B1205,P1614,UK034,2025-10-18 11:37:36.951,CONFIRMED,ee04af9da49bffa256b08ef986c1d0b2af336bd8323613a185905965f9b898c7,23F,Daksha Mangat,****4339,PAY1888,10452.65,UPI,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,204.0,DEL -> BLR,Aarav,Reddy,63,F,a****y@yahoo.com,****0679,c6f259a32d759e1e77ba7b53f513d30ec328e7a9bee3c7707cce94c0634c6b73,1963-09-12
B1206,P1558,AI088,2025-07-02 11:37:36.951,CONFIRMED,92b485c38fbce3d1a40af3b43d935b3b727791be8875f8e28cacc868d0aad180,13A,Shivansh Sani,****2395,,,,Air India,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,MAA -> DEL,Diya,Joshi,39,M,d****i@gmail.com,****4710,2db619250183a9a210a0e70498dd48fac003a1434b04d4cd97a13115bcbf97f4,1987-04-16
B1207,P1038,AI128,2025-06-11 11:37:36.951,PENDING,469b6ab25310994bf9eb7db6513f5f6d565bddd4dd41830fa75da066a1966a5c,26A,Ekanta Shroff,****6415,PAY1191,10823.99,CARD,Air India,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,236.0,BOM -> CCU,Ira,Patel,55,M,i****l@yahoo.com,****8741,6a1d05297296389e84bba7d5546c6cee2f2caf2f04f4be25ea55666d6dead569,1971-05-04
B1209,P1821,AI233,2025-12-15 11:37:36.951,PENDING,d4b8065ae6c579acd7c338d72e51095dd9715a3f625eb019d57072ac1e28a3e1,3A,Tanay Vaidya,****6064,PAY1168,10307.2,NETBANKING,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,108.0,BLR -> BOM,Aadhya,Pillai,86,M,a****2@outlook.com,****7727,60f536d50101aac6d02674d79bbd3b0c6baa35691d1cd2e3c7cb4e6e5f77c1f2,1940-08-06
B1210,P1601,AI012,2026-01-20 11:37:36.951,PENDING,4c431f72d5d04d2f7eb54b9bcfd055d7a838af448282727ad5f98a15a7bf9bd8,3C,Urvashi Gara,****4358,,,,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,BOM -> CCU,Krishna,Naidu,38,M,k****u@yahoo.com,****9223,f1b3c302d6bdc4f704affd68fed17b30b90431653a8e6cc0b33ed75bc8bf6fa5,1987-12-28
B1211,P1596,AI084,2025-07-07 11:37:36.951,CONFIRMED,023ae20162c2f3178bd4afd815c1f6538d442639481ec353e661efa23d9a8066,34A,Frado Mander,****5378,,,,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,75.0,BOM -> HYD,Vivaan,Das,61,M,v****s@outlook.com,****5315,a6dc85d3c2d7522c6775d23972b0e1b674fb6d63e4c2525204abbe5b3eff7b9d,1965-02-04
B1212,P1784,6F126,2025-07-08 11:37:36.951,PENDING,3af066e17c571ac5b0bfece9ea56058e0524ed72ad0ba644da1b790c696e6716,34B,Yutika Nayak,****6819,PAY1113,8421.62,NETBANKING,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,78.0,CCU -> MAA,Ira,Kulkarni,54,F,i****i@hotmail.com,****5234,ccc09ef6bed12065d0bed35abfbde3c0abc4bf76c993c3f8dcb41ced4a7d27f3,1971-09-21
B1213,P1335,SJ061,2025-06-16 11:37:36.951,CONFIRMED,6de19bcd15edd069bf30647a26e17387ce2b95d756451c3a86d97c0f59593e54,2E,Girik Keer,****1107,,,,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,MAA -> BLR,Aadhya,Pillai,86,F,a****i@outlook.com,****5561,3d2a0878b146485978609f7d040a061ef535510a4bfda9222bc3aa7b9f74bcf4,1939-12-23
B1214,P1187,UK194,2025-08-14 11:37:36.951,PENDING,c88d65fea3680e5f9d1f71ed7ed3d9f186af7c4cfedadf768ea8c93a57f2c25f,23B,Dayita Kar,****9571,,,,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,60.00495,CCU -> BOM,Aditya,Das,58,F,a****s@gmail.com,****2366,9f7d974eb2fbefa5c76a5957b0195d9241e7e74577d31f5f99337e5fde570a57,1967-10-20
B1215,P1670,AI135,2025-08-08 11:37:36.951,CANCELLED,a4ccb4cebf51d991d78c8cf77077e243f5155e04690a07d20d8b8b3c6c1d09ae,28C,Rushil Din,****3317,PAY1216,9065.13,NETBANKING,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,BLR -> BOM,Aarav,Banerjee,77,M,a****e@rediffmail.com,****5282,d7e687a8b5408bc2eca523c410a6509d9aff611deaea0f60fc53d3e9d714d990,1949-06-22
B1215,P1670,AI135,2025-08-08 11:37:36.951,CANCELLED,a4ccb4cebf51d991d78c8cf77077e243f5155e04690a07d20d8b8b3c6c1d09ae,28C,Rushil Din,****3317,PAY1228,2886.02,NETBANKING,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,BLR -> BOM,Aarav,Banerjee,77,M,a****e@rediffmail.com,****5282,d7e687a8b5408bc2eca523c410a6509d9aff611deaea0f60fc53d3e9d714d990,1949-06-22
B1216,P1242,6F238,2025-12-09 11:37:36.951,CONFIRMED,9e7c2e3450410e8a398b07b4ab3cd22eb4a90d3c7f309250034def2619afce0d,10A,Aryan Batra,****5129,PAY1346,1149.69,CARD,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,48.0,BOM -> DEL,Ishaan,Nair,81,M,i****1@yahoo.com,****7294,2e23596e4c10c4bb87945cb52d1b644b2629debb7b7e356ddc7d2fba1f3c1e21,1944-12-21
